,portfolio,rates,fx,equity,rpnl::TU1 Comdty,rpnl::TY1 Comdty,rpnl::KE1 Comdty,rpnl::KAA1 Comdty,pos::TU1 Comdty,pos::TY1 Comdty,pos::KE1 Comdty,pos::KAA1 Comdty
2021-04-13,-0.005449815597017816,-0.0009027157912994825,-0.004547099805718333,1.412172147683155,-0.0001198350476289509,-0.0012861223333873893,-8.888758495457082e-05,0.0005921291746714285,-0.9409385246196951,-0.5219412735509923,-0.9409385246178322,-0.2576011470028238
2021-04-14,0.0005411483474367998,-0.001147496943852612,0.001688645291289411,1.4129363423071701,3.096415511232588e-05,0.000446274126658405,-0.0009289423298288761,-0.0006957928957944668,-0.9327903852184238,-0.5213397089375909,-0.9327903852169335,-0.2544682754239012
2021-04-15,-0.0029720875683662278,0.0001866424742853788,-0.0031587300426516064,1.4087369717693061,-2.9582847283802183e-05,-0.0014115735196099618,0.0011486123693683933,0.0004791864718107494,-0.9334673604554148,-0.5204011190673586,-0.9334673604542224,-0.2512464761243944
2021-04-16,0.005028503230081837,0.00047524162184470767,0.00455326160823713,1.4158208101821839,3.247909443752245e-05,9.841326654770818e-05,0.00020061167253727918,0.00014373758832219788,-0.9344578644059703,-0.520594869352595,-0.9344578644050164,-0.24686643165951844
2021-04-19,0.00015530469831576393,-0.0007673178134199729,0.0009226225117357368,1.4160406938059784,-5.936709858878663e-05,0.0006289654314742244,-0.00048811638286311944,-0.0008487997634422912,-0.9371485392584663,-0.5192509507510881,-0.9371485392577031,-0.24398060925823165
2021-04-20,0.003869915503979155,-0.0007597925023891433,0.004629708006368299,1.4215206516412036,-0.0001196831909281901,-0.0011594430567137106,-2.052137635547735e-07,0.000519538959016312,-0.9412528145294091,-0.5177174185677303,-0.9412528145287986,-0.24061556039832327
2021-04-21,-0.008385508930664542,-0.0007179872893372669,-0.007667521641327274,1.4096004775217421,-3.0274201940964627e-05,-8.603767982492853e-05,-0.0005816778677209623,-1.99975398504115e-05,-0.94862116513041,-0.5174667706518734,-0.9486211651299215,-0.23487307973955932
2021-04-22,0.00016055113813264084,-0.00038571906468093755,0.0005462702028135782,1.4098267904827204,-4.7606648897360886e-07,-0.00044291962174579353,5.8044567267554363e-05,-3.6794371372478875e-07,-0.9581424949098821,-0.5185482216385741,-0.9581424949094913,-0.22751420546506354
2021-04-23,-0.0025038702529298715,0.0015482189076799354,-0.004052089160609807,1.406296767120247,0.00015634293896705584,0.0004987067704816534,0.00014749510104024912,0.000745674097190977,-0.966351595945303,-0.5224945853291325,-0.9663515959449903,-0.21807033365397985
2021-04-26,0.002952352521816827,0.0008016597611996999,0.0021506927606171266,1.4104486509270775,0.00015172463326251312,0.00022718123312808695,-0.0001496697728366239,0.0005724236676457237,-0.9718677951374121,-0.5299244710036077,-0.9718677951371619,-0.20554617903894978
2021-04-27,0.0076327829402651915,0.0009575439629944308,0.006675238977270759,1.4212142993279937,0.00018048601108602394,0.0014060734137741982,-0.000510251700189294,-0.00011876376167649736,-0.9754337491446268,-0.5392012953505418,-0.9754337491444268,-0.19278340758793974
2021-04-28,-0.002605407350100655,1.0394182299743195e-05,-0.002615801532400398,1.4175114571464564,-0.0002325182213296048,-0.00031795856340178754,0.0004505353177774496,0.00011033564925368592,-0.9796852714046965,-0.5480562498948299,-0.9796852714045367,-0.18017137244114603
2021-04-29,0.007255427046521402,0.001361246591166146,0.005894180455355257,1.427796108111391,-2.8736191103521392e-05,0.000657801532856678,0.0003618245892424706,0.00037035666017051885,-0.9863811891018663,-0.5562859121004939,-0.9863811891017384,-0.16705904935319293
2021-04-30,-0.0033352857763084137,0.0005567449216833567,-0.0038920306979917697,1.4230340000605386,-5.742400076461273e-05,-0.0002253573085114397,0.0004551546226544892,0.00038437160830491994,-0.9912443777283663,-0.5637003981253289,-0.991244377728264,-0.15562475697696626
2021-05-03,-0.009581051077422558,-0.0006232907858838891,-0.00895776029153867,1.4093998386210496,1.5043161176089551e-06,-0.0007682656649514626,0.0003359713552651007,-0.0001925007923151362,-0.9911968761765019,-0.5675412845655121,-0.9911968761764202,-0.1508592619487052
2021-05-04,0.00520962849232977,0.0003180655307851446,0.0048915629615446255,1.4167422881774148,-1.701043464698293e-07,-0.00014248403405625132,0.00027444951380646516,0.00018627015538140058,-0.9877947892471053,-0.5695018389443941,-0.9877947892470399,-0.14820267305336043
2021-05-05,-0.002460653992720807,-0.0008388739232797036,-0.0016217800694411034,1.4132561756093547,-0.0001174459609074666,-0.0007213098450431667,-1.7768204268014955e-08,-1.0034912480224729e-07,-0.9874394251617318,-0.5703108055906395,-0.9874394251616796,-0.1461956905573155
2021-05-06,-0.008255553550225711,-0.0009618329681855793,-0.007293720582040132,1.4015889635714245,3.079387627287111e-05,9.838049088235522e-05,-0.0006692562395840878,-0.0004217510957567177,-0.9948470204469586,-0.5708670277299498,-0.9948470204469171,-0.14137154584253864
2021-05-07,0.0011830061419619573,0.0002835095311649509,0.0008994966107970072,1.4032470519238356,-0.00011878441352945577,0.0002049791217298487,-9.298973893677292e-05,0.0002903045619013309,-1.0116600324433491,-0.5721639501160927,-1.011660032443316,-0.13020898205153025
2021-05-10,0.015652969938492373,0.0011095097883913685,0.014543460150101006,1.4252120358438776,0.00012083045945602228,0.0006822640881739988,9.280221864751914e-05,0.00021361302211382816,-1.0281996822577966,-0.5743206226103393,-1.02819968225777,-0.11837291141100474
2021-05-11,-0.0040977736320565415,6.185093775473047e-05,-0.004159624569811272,1.4193718395433068,9.208091309817278e-05,0.0005416100286104761,-0.0005712614841547218,-5.785197991965918e-07,-1.04312091570165,-0.5774963878658641,-1.0431209157016288,-0.1068025154270729
2021-05-12,0.004737140605548592,0.0018381901908134492,0.0028989504147351438,1.4260956035187795,6.376364082821596e-05,0.0019333480134506307,-6.475406019227137e-07,-0.0001582739228634744,-1.0560717277401002,-0.5776552531609139,-1.056071727740083,-0.10058006829360983
2021-05-13,-0.0047427627905685665,-0.0007064469878346496,-0.004036315802733917,1.4193319703546172,-0.00015934438054913147,-0.0009492683606562811,0.00012965992528667214,0.0002725058280840907,-1.064487302651244,-0.5774284905187872,-1.0644873026512305,-0.0956506867208616
2021-05-14,-0.003987472283316378,-0.0011961578603704934,-0.002791314422945884,1.4136724234620033,-9.524947939499798e-05,-0.0008048273547714383,-0.0002957669574143501,-3.1406878970701507e-07,-1.0748264473366422,-0.5773293457310716,-1.0748264473366314,-0.0893693109267213
2021-05-17,-0.0009713443346088871,5.0606427188665975e-05,-0.001021950761797553,1.4122992607624807,9.879538707886885e-05,0.0005662305434567996,-0.00033524314909523295,-0.00027917635425176953,-1.0844276031642697,-0.5772522619667869,-1.084427603164261,-0.08446753022932661
2021-05-18,0.0009519614202457938,-0.0006115149534948576,0.0015634763737406511,1.4136437151725683,-6.579318807339555e-05,-0.0003291169723228007,-0.0002371211634456559,2.0516370346994508e-05,-1.0940937188493713,-0.5779033474735642,-1.0940937188493647,-0.07840795432630963
2021-05-19,0.005405659481547306,0.001043452855223883,0.004362206626323423,1.4212853917250206,0.00010025096023981668,0.000943874023767946,-4.599881283212426e-07,-2.1214065555818506e-07,-1.1032934814157949,-0.5775870947791284,-1.1032934814157895,-0.07416514121514593
2021-05-20,-0.0043980718031110064,-0.0011131633806478482,-0.0032849084224631587,1.415034476519501,-0.00016885692112998386,-0.0012754402360357115,0.00024026076966110856,9.087300685673878e-05,-1.1193109607496776,-0.5775118185192233,-1.1193109607496734,-0.06705248258233461
2021-05-21,0.005369724570831916,-0.00040589803140221776,0.0057756226022341334,1.4226328219166422,0.00013687122071096854,-9.412968455433338e-05,-0.00034939005973254485,-9.924950782630806e-05,-1.1338366645648144,-0.5780032656470068,-1.133836664564811,-0.058472615813428476
2021-05-24,-0.0022107267080503324,0.00017526427686971087,-0.0023859909849200433,1.419487769541482,-6.901051491826878e-05,-0.0005679068735937264,0.0008126922324849242,-5.105671032180619e-07,-1.1531448547890886,-0.578734038343764,-1.1531448547890861,-0.04826127374906724
2021-05-25,0.0019699710846696346,-0.0002961784712398448,0.0022661495559094793,1.422284119402521,-0.0001401324091116736,-0.001176228319558067,0.0009692550798036151,5.0927177626280636e-05,-1.1761928765008247,-0.5779570712809079,-1.1761928765008225,-0.038619977758604096
2021-05-26,0.004376634453430945,0.0014403889030693816,0.0029362455503615624,1.4285089370820656,0.00012680631528408742,0.0004682182018634914,0.0008392926655757388,6.071720346063874e-06,-1.2183111437494198,-0.5864264427606781,-1.218311143749418,-0.03342545528571369
2021-05-27,0.0018336590411803517,-0.0012051881335570765,0.0030388471747374284,1.4311283354099529,-7.322145331098307e-05,0.0008558103621056841,-0.0018916512364561282,-9.61258058956493e-05,-1.2632361398833238,-0.5909725002149505,-1.2632361398833225,-0.02615529425122
2021-05-28,0.005579202637632543,0.0015225067781042868,0.004056695859528257,1.4391128903936625,-7.576961287582038e-05,-0.0003357724362304974,0.0018484922176013282,8.55566096092763e-05,-1.301514770184111,-0.5933064864816486,-1.3015147701841099,-0.024187817182930386
2021-05-31,0.004892313209261168,0.002722217315264444,0.0021700958939967242,1.4461534813969534,-8.59083429894858e-07,-6.839108179393372e-08,0.0026385479400515086,8.459684972462396e-05,-1.3186964387820082,-0.59193866484577,-1.3186964387820073,-0.034369768944475555
2021-06-01,-0.004377336156201596,-0.0001276884045010675,-0.004249647751700529,1.4398231814754177,0.00012099909057968373,0.0003343853508876965,-0.0006106022411550566,2.7529395186608847e-05,-1.3244615492695226,-0.5902848766305224,-1.324461549269522,-0.04618161928086416
2021-06-02,-0.0025491973138600287,-0.0010376149142051177,-0.0015115823996549114,1.436152788088767,-4.1483248546763895e-05,-0.0005247210967737307,-0.0004898147374861265,1.84041686015033e-05,-1.3288807446084858,-0.5915935264860349,-1.3288807446084854,-0.056392244720974025
2021-06-03,0.01060448798937291,0.0009293432618250727,0.009675144727547836,1.451382453080959,0.00020373142066393692,0.0010530436096833353,-0.0003269664678485127,-4.653006736870108e-07,-1.327881411172761,-0.5936413464023639,-1.3278814111727606,-0.06569825819471424
2021-06-04,-0.011174173238944417,-0.0014376802685251194,-0.009736492970419298,1.435164454114268,-0.00020019032971018886,-0.0020195815282215966,0.0009336819689664296,-0.00015159037955976394,-1.336839466102486,-0.5965906603048068,-1.3368394661024856,-0.08005290732937516
2021-06-07,-0.0005762108075960627,-0.00017476878738569902,-0.00040144202021036367,1.4343374968451297,0.00020498467448916302,0.00043552556242265443,-0.000735917252720691,-7.936177157682546e-05,-1.3350828665040277,-0.5993290096889259,-1.3350828665040273,-0.09326432826143263
2021-06-08,-0.0014888471895166521,-0.0027356443940731137,0.0012467972045564616,1.4322019874941334,-8.087343390923177e-05,-0.0010198189592574645,-0.0013059379952262131,-0.00032901400568020384,-1.341733911526598,-0.6053486291194597,-1.3417339115265978,-0.10142090258442239
2021-06-09,-0.0032586708091387616,-0.0024720053319488835,-0.0007866654771898783,1.4275349126846957,8.257620124895221e-05,-0.0012240611184011923,-0.0012306377110967294,-9.988270369991414e-05,-1.3513418568591076,-0.6138328363409918,-1.3513418568591071,-0.0995150912090028
2021-06-10,0.0030246398865718307,0.0036780590269356495,-0.0006534191403638194,1.4318526917210757,-0.00024997525397900064,-0.0017312200796058615,0.005741608188088313,-8.235382756780098e-05,-1.3641043916430242,-0.6167395873376242,-1.364104391643024,-0.114337492174963
2021-06-11,0.0061435468685551945,-0.0005776138965522565,0.006721160765107451,1.4406493458415308,8.344897137839076e-05,0.0005866164880779476,-0.001153073573647112,-9.460578236148296e-05,-1.3760894928837988,-0.6147524395704136,-1.3760894928837986,-0.12973227771638132
2021-06-14,-0.0006392932476268555,0.0029514846723244174,-0.003590777919951273,1.4397283484425363,0.00021374391631967288,0.0012334184856967743,0.0013670014917102795,0.00013732077859769057,-1.3749189224506546,-0.6071533534617322,-1.3749189224506546,-0.15130739801712267
2021-06-15,0.002720263090854715,0.0010030969960977184,0.0017171660947569965,1.4436447883296617,0.0001261487361780151,-5.2212366586087137e-05,0.0010675801770347047,-0.00013841955052891426,-1.3681920549246371,-0.6021992575178793,-1.3681920549246371,-0.18864472841500318
2021-06-16,0.0098181642559214,0.00214981047734994,0.00766835377857146,1.4578187299886871,0.0008903630599627076,0.0023822357880778572,-0.0008884168819281945,-0.0002343714887624305,-1.3302243847151163,-0.5960605724812194,-1.3302243847151163,-0.23443517061850971
2021-06-17,0.002076774503856791,-0.00023568065471702294,0.002312455158573814,1.4608462907583726,8.025687481017719e-05,-0.0020414939794296573,0.0014784397897364598,0.0002471166601659972,-1.2443268272938495,-0.5785431926767728,-1.2362121010339997,-0.2725017540250527
2021-06-18,0.0007111149445555211,-0.002481537085999252,0.003192652030554773,1.4618851203874295,0.0008930629285867838,-0.001811808450467543,-0.000559353573857246,-0.0010034379902612463,-1.168510704461379,-0.5735474997870147,-1.1451749112589034,-0.31053871914601483
2021-06-21,-0.001396314271921797,0.001884097881211009,-0.003280412153132806,1.4598438693299225,3.345402434965827e-07,0.0013685115768355053,0.0012279061527379267,-0.0007126543886059191,-1.0998789187514777,-0.5701769059084786,-1.0540192671660342,-0.34819803881613454
2021-06-22,-0.0009762418796251624,-0.0007035534084405988,-0.0002726884711845636,1.4584187086069684,-0.0004669838380866811,-0.0006811621435988106,-0.0006634166000268701,0.0011080091732717631,-1.048288904665716,-0.5681237007822211,-0.976267590640059,-0.38401785799628996
2021-06-23,-0.00048704300216776027,0.0013950411621598403,-0.0018820841643276006,1.457708395980711,0.0005708091828310601,0.0005811496887433737,0.00011901931583330465,0.00012406297475210185,-1.000804128593978,-0.5665061924425896,-0.908182468904598,-0.41160317263166657
2021-06-24,0.001796975432373131,0.002239334553735571,-0.0004423591213624401,1.4603278621558524,8.860250268705349e-05,0.00017643860132256938,0.001134884289390554,0.0008394091603353939,-0.9640267734675241,-0.5693241639796099,-0.8516904685619102,-0.4378513475426654
2021-06-25,0.004604169840948584,0.003046999508729668,0.0015571703322189165,1.4670514596566875,-3.145053769191813e-05,0.0008539407101218325,0.0012598982668547013,0.0009646110694450522,-0.927735411380274,-0.5678057820756891,-0.8011712920840558,-0.4618610633396339
2021-06-28,0.0006499681391601219,0.0007493057433499646,-9.93376041898426e-05,1.4680049963639725,-0.00016966580254674363,-0.0012612661161806166,0.0006707357601223107,0.001509501901955014,-0.9021099838368783,-0.5692005022572746,-0.7663703161936032,-0.4889067228210567
2021-06-29,0.001570306714888458,-0.0022492770853345624,0.0038195838002230203,1.4703102144672526,-5.5435869528562624e-05,-0.00018101197997812173,-0.00033276210621873504,-0.0016800671296091428,-0.878880580195458,-0.5700853574285393,-0.7363167502002339,-0.5117550879142116
2021-06-30,0.004955297480167806,-0.00043300400810674647,0.005388301488274553,1.4775960389680673,-2.54179132347142e-05,-4.54751113080514e-05,-0.00015167474293525146,-0.00021043624062872941,-0.8588852294362233,-0.5686072834971422,-0.7122807518237756,-0.5332628475608318
2021-07-01,0.0017635612272397395,0.00041685529317082826,0.0013467059340689113,1.4802018700519144,5.391478819916721e-05,-0.0002719017805258958,0.0004177882401209761,0.00021705404537658075,-0.8467516359043014,-0.5683563356670195,-0.6932998240108166,-0.556356818721166
2021-07-02,-0.0046199819333100425,-0.0007554839380733924,-0.00386449799523665,1.4733633641546229,-0.00025369939796906295,-0.0009043708171185415,0.00017607732725543465,0.00022650894975877723,-0.8400437381330934,-0.5655217524238629,-0.6719924834282767,-0.5791366418370186
2021-07-05,-0.0004898538253262278,-0.001428701108053168,0.0009388472827269404,1.4726416314745963,-3.1456620886665124e-07,-9.979132514638112e-08,-0.00048027260718427954,-0.0009480141433348755,-0.8463350623104264,-0.5675175789267906,-0.6507911696660242,-0.6033518294200156
2021-07-06,-0.0007267133311149304,-0.0006953494245742647,-3.136390654066577e-05,1.4715714431690488,-0.0002088865947788662,-0.002016143254128187,4.962691791917599e-05,0.0014800535064136123,-0.8549943794941093,-0.5648080127876445,-0.6448455997523164,-0.6220628119843719
2021-07-07,-0.0070031987482387405,-0.005655991340769638,-0.001347207407469103,1.4612657358803034,-5.261053416849297e-05,-0.0008458712070522593,-0.0007911915379750879,-0.003966318061573798,-0.8823129050374721,-0.5675150645276735,-0.6436113931220312,-0.6340004896634548
2021-07-08,-0.006794113553045239,-0.004184338577181753,-0.0026097749758634864,1.4513377305395583,-0.00027540280294327004,-0.0006293645795721876,-0.0009450641459442109,-0.0023345070487220845,-0.9098105600218279,-0.5613207175564955,-0.6408810190785948,-0.631701771304849
2021-07-09,-0.000853579767274377,0.004499655050600601,-0.005353234817874978,1.4500988980172878,0.000260741687348518,0.0017695790603336125,0.00024790901401235474,0.0022214252889061156,-0.9385557481579038,-0.5546690079929819,-0.6343461866786392,-0.6244747117683064
2021-07-12,0.0024907639791514257,-4.5460384990551796e-05,0.0025362243641419775,1.4537107521186763,0.0002094262404887184,0.00013100975942532936,0.0002774647265659023,-0.0006633611114705018,-0.958309775179565,-0.5481509222319272,-0.6158418970139405,-0.6169804852647239
2021-07-13,0.008690330503345223,0.0027085533109772967,0.005981777192367925,1.4663439790108541,0.00039832256675177946,0.0013522921258182382,0.0005544561602594912,0.00040348245814778787,-0.9712331076399995,-0.5426703970146839,-0.5885303407233412,-0.6171949265871338
2021-07-14,-0.010152915036086788,-0.004230193701892695,-0.005922721334194093,1.4514563131782794,-0.000463203908979908,-0.00182202894326527,-0.0005323456608175147,-0.0014126151888300027,-0.9823446501573703,-0.5355550697121768,-0.5652729101605874,-0.6169398177839382
2021-07-15,0.005517584012923438,0.0003852985254931314,0.0051322854874303065,1.4594648453273285,1.2856712607727788e-06,-0.0011968570033118312,0.0014297293076951517,0.00015114054984903804,-0.9765422232011094,-0.5214048023222617,-0.5379376622680248,-0.6214553272637855
2021-07-16,0.001970427526623081,0.00010213918940996038,0.0018682883372131206,1.4623406150327,-2.5455768736263532e-05,-0.00021391345806804474,-0.00026807164967656953,0.0006095800658908381,-0.9679083758123074,-0.5091409633918658,-0.5181160283996583,-0.6276359058094201
2021-07-19,-0.0034047879419560182,-0.004750218955167875,0.0013454310132118572,1.4573616553396043,-9.181903011635072e-05,-0.0024554428822800363,-0.00014945390155084634,-0.0020535031412206414,-0.9686392787588494,-0.4969611214882545,-0.49887493134508026,-0.6351841999683743
2021-07-20,-0.0030193424978825203,-0.0038799240040625995,0.0008605815061800789,1.452961381358853,-0.0002734469089015769,0.0007754777537708508,-0.0004680432300218027,-0.003913911618910071,-0.48674976662751507,-0.24169915832569489,-0.23840960974283928,-0.31716562039524504
2021-07-21,-0.002048411724396756,0.00014538179833303578,-0.002193793522729792,1.449985118230182,6.422320120009753e-05,0.0007716862029464201,-0.0002500963608308874,-0.0004404312449825945,-0.491679315926654,-0.2341365909815309,-0.2253678152480953,-0.31644563871106496
2021-07-22,0.0006712041204236889,0.0005266568667821269,0.00014454725364156204,1.450958354216091,-6.409431231340136e-05,-0.00011393877302892381,5.8575919868738005e-05,0.0006461140322557141,-0.49912295723771133,-0.2279178943992488,-0.2184242741623624,-0.31606534666007646
2021-07-23,0.001209086685634225,-0.0007766588970909711,0.001985745582725196,1.4527126886435835,-1.4070075631953043e-05,-2.2233052017374324e-05,-1.7257704676429866e-05,-0.0007230980647652138,-0.5052315846987063,-0.22168579610125527,-0.2158830449267466,-0.3161741674379015
2021-07-26,-0.004589712417590765,-0.0008591096073806914,-0.003730602810210074,1.4460451551773243,-3.313939854795652e-05,0.00014142410784066217,-0.00014115179425803012,-0.0008262425224153669,-0.5124342318352962,-0.21508213807027154,-0.21570559703031175,-0.31660027606664487
2021-07-27,-0.0010747887464019673,0.00032453555243182786,-0.001399324298833795,1.4444909621177506,7.789562891549412e-05,-0.0005013589853110638,0.00010153943804033758,0.0006464594707870599,-0.5179196268417842,-0.21085431505210084,-0.2135474630322699,-0.3162222387526269
2021-07-28,-0.001977776428082147,-0.0005137664846773846,-0.0014640099434047624,1.4416340819422964,-1.5980621983110974e-05,-8.525996912534449e-05,0.00020673501706749056,-0.0006192609106364197,-0.5200641069245331,-0.2059538190160677,-0.2114279916597648,-0.318094209166571
2021-07-29,-0.002488289379326129,0.0015389236156348432,-0.004027212994960972,1.4380468791673249,1.569781518465122e-05,0.00035957772788883355,9.928682762370748e-05,0.0010643612449376509,-0.5211729142977239,-0.20129384059807046,-0.21199195748944474,-0.32025229707252867
2021-07-30,0.003617199672978262,-0.0013800910015062734,0.004997290674484536,1.4432485818683765,-0.00016358202719667366,-0.0004515955271297987,-0.00011098234438225953,-0.0006539311027975414,-0.521043326245857,-0.19492092982533396,-0.21801806200466167,-0.3208728514570067
2021-08-02,-0.0023538956395699586,0.0007469935501275369,-0.0031008891896974955,1.439851325324701,-9.732849630970251e-05,-0.00041891300549298604,0.00013608990816586086,0.0011271451437643645,-0.5211326434857901,-0.1873513430546036,-0.23142777079761298,-0.3189295347380616
2021-08-03,-0.000989936100882815,-0.000417495214642875,-0.00057244088623994,1.438425964517858,-1.591826247254574e-05,-4.6202899522096264e-05,3.5524464789431864e-05,-0.00039089851743766486,-0.5223559752283288,-0.1792815165752461,-0.2466393289236552,-0.3165288181121416
2021-08-04,0.0025885456066928906,-0.0008813352193474812,0.0034698808260403722,1.4421493957288638,8.25926165651636e-05,8.385264154906765e-05,-0.00019384546412116698,-0.0008539350133405455,-0.5280173846510017,-0.1731544419201552,-0.2577766845820906,-0.3151222578174162
2021-08-05,-0.00014165803599499487,0.0007181188234414022,-0.0008597768594363971,1.4419451036778534,0.00015020437951304127,0.0003443977839016396,-3.381537302981901e-05,0.00025733203305654034,-0.5345410368534622,-0.1710354375913801,-0.2609835930483378,-0.3142102665384434
2021-08-06,0.009675124018774333,0.0014515011512055095,0.008223622867568824,1.455896101384201,8.840110467931307e-05,0.0006024970486459276,0.0001703350582376428,0.0005902679396426261,-0.5353069003168868,-0.17042411801222038,-0.26018976417680856,-0.3137752884432715
2021-08-09,0.0023196562565495705,0.000800592353850889,0.0015190639026986816,1.4592732798846628,0.00010304813500296625,0.00021927598071492266,-3.4285490508784375e-05,0.0005125537286417844,-0.5318256846327135,-0.1719095621869262,-0.2540304076316601,-0.31257081090366734
2021-08-10,0.00020829039895699588,0.00026565165818321767,-5.736125922622178e-05,1.4595772324983174,0.00015382365759768977,0.00020899602856670732,-2.0592100765719003e-05,-7.657592721546042e-05,-0.5274998044141938,-0.17722521243639713,-0.2400254627091092,-0.3116553610093715
2021-08-11,-0.0033718406914141144,0.00018208791155915503,-0.0035539286029732694,1.454655770593518,-0.00016734106908285122,-0.00015997711152299993,-7.554823297743559e-05,0.0005849543251424418,-0.5235511076988819,-0.1819979729179708,-0.23165358256881605,-0.3095627156739782
2021-08-12,0.001969454102016253,2.3429733183040046e-06,0.0019671111286979487,1.457520648367935,3.429310214199611e-05,0.0002513253618092415,-3.059650224787918e-05,-0.00025267898838505446,-0.5209120807982647,-0.1870987789123328,-0.2240865795926037,-0.30721569136219073
2021-08-13,-0.009986995539805981,-0.0010441518902084396,-0.008942843649597541,1.4429643961535095,-0.00013040228183003525,-0.0007413810304374781,-4.6897916409546936e-05,-0.00012547066153137927,-0.5206804727333167,-0.1912667363557743,-0.22128638225429195,-0.30445559882543405
2021-08-16,0.0027020034028693764,-9.11070368948047e-05,0.0027931104397641814,1.4468632908621355,1.7309784467834262e-05,-0.00010806042043298424,-1.9492657447763018e-07,-1.6147435517709087e-07,-0.5248704251861268,-0.1953385254050763,-0.21738785076473935,-0.30122611172189223
2021-08-17,0.0067713016073721495,-0.0012558924889369478,0.008027194096309097,1.456660438589198,3.3924328308430086e-05,-3.138938351090824e-05,-2.8940387383308944e-05,-0.0012294870463511608,-0.5389398089393377,-0.20133200408504312,-0.20498936984705718,-0.2987643073299327
2021-08-18,0.001968342289645571,0.00023879653928100174,0.0017295457503645694,1.4595276449321266,1.834960369140002e-05,-3.3358127149809766e-05,-3.8245007523373076e-05,0.00029205007026278455,-0.5541667515856948,-0.20855688380392187,-0.1884809565342741,-0.2958400444137229
2021-08-19,0.005995775477240202,-0.0006740421502327151,0.006669817627472917,1.4682786449939647,3.552568839137066e-05,-0.00015132261725911346,-0.00014851628598552645,-0.00040972893537944577,-0.5761126047373004,-0.2172059378931066,-0.1640929390191742,-0.29321601637133776
2021-08-20,-0.0011355021205752829,-0.00014979093769563283,-0.00098571118287965,1.4666114114789786,3.9847065848745124e-05,0.0001224321731396347,-1.5955486058209914e-06,-0.00031047462807819165,-0.6143563390041732,-0.22195239267581648,-0.13218196690275438,-0.29519269323242614
2021-08-23,-0.006524157554345895,0.001122638312803751,-0.007646795867149645,1.457043007559488,-8.889470982187402e-07,-3.570647414810381e-05,0.00012579153535476818,0.0010334421986953053,-0.6518980958076335,-0.22923310000111244,-0.09931103038908756,-0.2946100266667897
2021-08-24,0.000323066999894343,0.0016208050830837034,-0.0012977380831893609,1.4575137300726573,-2.1057051110142708e-05,0.0004599371301469049,0.00010254791522093321,0.001079377088826008,-0.676426671776582,-0.23571781039661735,-0.07752827274534496,-0.2919573898282436
2021-08-25,-0.0017689519850465074,0.0004274102178035615,-0.0021963622028500687,1.4549354582666125,0.00017602916794793447,0.0005145048941912773,-2.5267129054823686e-05,-0.00023785671528082653,-0.684620073025651,-0.2424030187661971,-0.0579753246877931,-0.2877931309826195
2021-08-26,0.0037856266486541506,9.197995619861949e-05,0.003693646692455531,1.4604433007094986,2.1353322985524804e-05,0.00011709750773690254,-4.624216537800066e-05,-2.287091458072127e-07,-0.6909004978744693,-0.2494966314201011,-0.03934301550124895,-0.28321894806647524
2021-08-27,-0.007752531615990358,-0.0006126845886138228,-0.007139847027376535,1.449121167847387,-0.0002796548469665645,-0.0005041879523394253,9.861795876223175e-06,0.00016129641481594376,-0.7071157182672919,-0.2523349813845073,-0.03164367701100114,-0.28053181637802305
2021-08-30,-0.0006656326248193476,-0.001238917860824691,0.0005732852360053435,1.4481565855207514,-0.00015545266371185063,-0.0003453924337215456,-6.986747017100896e-06,-0.000731086016374194,-0.7430145700167221,-0.25256656897362934,-0.023671601779487746,-0.2791029360796214
2021-08-31,0.00025955936144302257,0.0006130230485590091,-0.00035346368711598655,1.4485324681193585,8.936368096038506e-05,0.0003675182809712134,-3.0259732905739413e-06,0.00015916705991798457,-0.8146339617096213,-0.2540506669098492,0.012166003495538811,-0.2784599484942942
2021-09-01,-0.004198227160115512,0.00048207500533118113,-0.004680302165446694,1.4424511997693907,-3.6542662960536854e-06,-0.0001856762285722266,-8.743475658709012e-06,0.0006801489758581704,-0.913469141666246,-0.26282169817569906,0.09193361416499665,-0.2716264459299324
2021-09-02,-0.0043079995396489434,-0.00010924483370711521,-0.004198754705941828,1.4362371206648181,-5.954493441965002e-05,-0.00012774791949060355,-3.240494094988933e-05,0.0001104529611530277,-1.0071620987585057,-0.2727934822765849,0.16585237617404922,-0.2651830048270483
2021-09-03,-0.0036915257283182384,0.0003371810886433573,-0.0040287068169615955,1.4309352143819183,5.1351126031502326e-06,0.0005073365135431791,-6.675827902577289e-05,-0.00010853225847719907,-1.0636038926531717,-0.28060027279815686,0.20918649772419382,-0.2612356987842338
2021-09-06,0.0004960005030706701,0.00041893037414432157,7.707012892634863e-05,1.4316449589681133,-2.9499787932673386e-06,-4.096065161403345e-07,-0.0001112271767097183,0.0005335171361634476,-1.1226034685185184,-0.28879240312096355,0.25963893385262893,-0.2563697696595944
2021-09-07,0.008967278762031416,0.001158746263877678,0.007808532498153737,1.4444829184034373,0.0002461380474039776,0.0007035210309170484,-6.290457744684287e-05,0.0002719917630034949,-1.163368252587712,-0.29717624566616757,0.3034701665018697,-0.2503999205971959
2021-09-08,0.0006418383317239829,-7.692323012844029e-05,0.0007187615618524233,1.4454100429099892,-7.225547711967391e-05,-0.0005074707593179034,-0.0001105813558622361,0.000613384362171373,-1.1743980168373194,-0.3025869447858174,0.30792226101095477,-0.2464048320026469
